permno,comnam
23130,ST LOUIS SAN FRANCISCO RY CO
23131,CHESAPEAKE INDUSTRIES INC
23158,M C D HOLDINGS INC
23166,CHESAPEAKE LIFE INS CO
23174,CHESAPEAKE LIFE INS CO
23182,CHESAPEAKE UTILITIES CORP
23210,CLEVELAND ELECTRIC ILLUM CO
23229,CONSUMERS POWER CO
23238,CHI CHIS INC
23245,ELGIN NATIONAL INDUSTRIES INC
23253,GENERAL INSTRUMENT CORP
23288,WELBILT CORP
23289,CHILDRENS WORLD INC
23309,HILTON HOTELS CORP
23317,NORTHERN NAT GAS CO
23325,ST REGIS PAPER CO
23326,CHITTENDEN CORP
23334,CHOMERICS INC
23341,AMERICAN CYANAMID CO
23393,CHURCH & DWIGHT INC
23405,GULF STATES UTILITIES CO
23421,STEVENS J P & CO INC
23448,VIRGINIA ELECTRIC & POWER CO
23464,GENERAL PORTLAND INC
23465,CIMARRON INVESTMENT INC
23472,RONSON CORP
23473,CINCINNATI FINANCIAL CORP
23499,NEW ENGLAND ELEC SYS
23500,CINDYS INC
23501,POTOMAC ELECTRIC POWER CO
23536,WISCONSIN ELEC PWR CO
23544,AMERICAN WATER WORKS INC
23545,CIRCLE FINE ART CORP
23552,FEDDERS CORP
23579,TEXTRON INC
23595,CLOPAY CORP
23624,ROBERTSHAW CONTROLS CO
23640,BAV LIQUIDATING CORP
23641,CIRFICO HOLDINGS CORP
23683,FALSTAFF BREWING CORP
23692,CITIZENS & SOUTHERN CORP
23705,CITIZENS & SOUTHERN NATL BK GA
23712,PUBLIC SERVICE ELECTRIC & GAS CO
23720,ILLINOIS POWER CO
23748,CITIZENS FEDERAL SVGS & LN ASSN
23756,CITIZENS FIDELITY CORP
23800,GAMBLE SKOGMO INC
23819,HALLIBURTON CO
23827,LOUISVILLE GAS & ELEC CO
23835,MONTANA DAKOTA UTILS CO
23851,CENTRAL & SOUTH WEST CORP
23879,CITIZENS UTILITIES CO DEL
23887,CITIZENS UTILITIES CO DEL
23895,CITRUS COUNTY LAND BUREAU INC
23915,GEORGIA PACIFIC CORP
23916,CITY NATIONAL CORP
23924,CITYTRUST BANCORP INC
23931,NORTHERN STATES POWER CO MN
23975,CLARK J L MFG CO
23983,CLARKE CORP
23990,ROHM & HAAS CO
24002,DELMARVA POWER & LIGHT CO
24003,CLASSIFIED FINANCIAL CORP
24010,MIDDLE SOUTH UTILITIES INC
24011,CLAYTON CORP
24037,SUNBEAM CORP DE
24045,I U INTERNATIONAL CORP
24053,KANSAS POWER & LIGHT CO
24096,NEW YORK ST ELEC & GAS CORP
24109,AMERICAN ELECTRIC POWER CO INC
24110,CLINICAL SCIENCES INC
24117,CENTRAL ILL LT CO
24134,CLOW CORP
24141,AMERICAN NATURAL RESOURCE CO
24184,NIAGARA MOHAWK POWER CORP
24185,COAST MANUFACTURING INC
24192,PUBLIC SVC CO IND INC
24205,FLORIDA POWER & LIGHT CO
24214,COASTAL INDUSTRIES INC OH
24221,BALTIMORE GAS & ELECTRIC CO
24248,MINNESOTA POWER & LIGHT CO
24256,MONTANA POWER CO
24265,COASTLAND CORP FL
24272,ASHLAND OIL INC
24299,SOUTHERN INDIANA GAS & ELEC CO
24300,COBB NUCLEAR CORP
24301,ATLANTIC CITY ELEC CO
24302,COBE LABS INC
24328,EQUITABLE GAS CO
24336,SCOVILL INC
24352,IOWA RESOURCES INC
24360,LONG ISLAND LTG CO
24379,ROCHESTER GAS & ELEC CORP
24388,COCHRANE FURNITURE INC
24416,IOWA ILLINOIS GAS & ELEC CO
24424,UTAH POWER & LIGHT CO
24432,KANSAS CITY PWR & LT CO
24433,CODI CORP
24440,OKLAHOMA GAS & ELEC CO
24441,COEUR D ALENE MINES CORP ID
24459,PITNEY BOWES INC
24467,ST JOSEPH LIGHT & POWER CO
24476,COHERENT INC
24491,TOLEDO EDISON CO
24505,COLE CONSUMER PRODS INC
24539,QUAKER OATS CO
24555,AMALGAMATED SUGAR CO
24563,TEXAS UTILITIES CO
24571,CITIES SERVICE CO
24600,CONTINENTAL COPPER & STL INDS
24601,COLONIAL AMERICAN BANKSHARES CP
24620,SOUTHLAND BANCORP
24627,MISSOURI PACIFIC CORP
24635,KAISER ALUMINUM & CHEMICAL CORP
24636,COLONIAL BANCORP INC
24643,ALUMINUM COMPANY AMER
24678,WARNER LAMBERT CO
24679,COLONIAL GAS ENERGY SYS
24687,COLONIAL LIFE & ACC INS CO
24707,CONE MILLS CORP
24715,DIAMOND SHAMROCK CORP
24716,COLOR TILE INC
24723,INTERSTATE POWER CO
24731,LIONEL CORP
24766,NORTHROP CORP
24767,COLORADO NATIONAL BANKSHARES INC
24803,WINN DIXIE STORES INC
24811,OWENS CORNING FIBERGLAS CORP
24839,COLUMBIA GENERAL CORP
24870,CENTRAL ILLINOIS PUBLIC SVC CO
24890,COLUMBUS MILLS INC
24897,FAIRCHILD INDUSTRIES INC
24926,HAMMERMILL PAPER CO
24942,RAYTHEON CO
24951,COMARCO INC
24969,WASHINGTON WATER POWER CO
24985,UNION ELECTRIC CO
24986,COMBINED INSURANCE CO AMER
25005,GRACE W R & CO
25013,SCHERING PLOUGH CORP
25022,COMCAST CORP
25056,ENSERCH CORP
25072,DUQUESNE LIGHT CO
25073,COMDIAL CORP
25080,UNITED PARK CITY MINES CO
25081,DETROITBANK CORP
25099,WISCONSIN PUBLIC SERVICE CORP
25129,COMMERCE BANCSHARES INC
25137,COMMERCE CLEARING HOUSE INC
25144,BOSTON EDISON CO
25145,TENNESSEE VALLEY BANCORP INC
25153,COMMERCIAL BANCORPORATION CO
25160,GREAT NORTHERN NEKOOSA CORP
25161,COMMERCIAL TRUST CO NJ
25180,COMMERCIAL BANK SAN FRANCISCO
25188,COMMERCIAL DECAL INC
25196,COMMERCIAL INTERNATIONAL CORP
25208,SAN DIEGO GAS & ELEC CO
25216,STAUFFER CHEMICAL CO
25217,COMMERCIAL SHEARING INC
25232,OKLAHOMA NAT GAS CO
25283,SOUTHWESTERN PUBLIC SERVICE CO
25291,GENERAL BANCSHARES CORP
25304,HARSCO CORP
25305,COMMONWEALTH NATL BK HARRISBG PA
25312,ROHR INDUSTRIES INC
25313,COMMONWEALTH NATURAL RES INC
25320,CAMPBELL SOUP CO
25348,COMMONWEALTH TEL ENTERPRISES INC
25356,COMMONWEALTH THEATRES INC MO
25371,FEDERAL PAPER BOARD INC
25372,COMMUNICATIONS CORP AMER
25401,COMMUNICATIONS INDUSTRIES INC
25419,WHIRLPOOL CORP
25436,COMMUNITY BANKS FLORIDA INC
25443,PUGET SOUND PWR & LT CO
25444,COMMUNITY NATIONAL BK & TR NY
25478,CAMPBELL RED LAKE MINES LTD
25507,L T V CORP
25508,COMPACT VIDEO SYSTEMS INC
25523,KANSAS GAS & ELEC CO
25559,COMPARATOR SYSTEMS CORP
25574,TRANE CO
25582,HARRIS CORP
25583,COMPREHENSIVE CARE CORP
25590,NATIONAL FUEL GAS CO N J
25611,STORER BROADCASTING CO
25646,FOREMOST MC KESSON INC
25654,SIGNODE CORP
25662,AKZONA INC
25671,COMPUCORP
25689,DAN RIVER INC
25697,BECKMAN INSTRUMENTS INC
25698,COMPUSCAN INC
25718,KROEHLER MFG CO
25726,MADISON FD INC
25727,COMPUTER & COMMUNICATIONS TECH
25735,COMPUTER COMMUNICATIONS INC
25743,COMPUTER AUTOMATION INC
25750,CESSNA AIRCRAFT CO
25751,COMPUSERVE INC
25769,KERR MCGEE CORP
25785,FORD MOTOR CO DEL
25823,COMPUTER DATA SYS INC
25849,RANCO INC
25850,COMPUTER DEVICES INC
25873,HELLER WALTER E INTL CORP
25902,GENERAL STEEL INDUSTRIES INC
25910,GERBER PRODUCTS CO
25937,UNITED STATES SHOE CORP
25953,DOVER CORP
25954,COMPUTER MICROFILM CORP DEL
25961,FUQUA INDUSTRIES INC
25988,REVLON INC
25989,COMPUTER NETWORK CORP
26009,COMPUTER PRODUCTS INC
26025,COMPUTER RESEARCH INC
26075,EASTERN GAS & FUEL ASSOCIATE
26105,COMPUTER TRANSCEIVER SYS INC
26112,DELTA AIR LINES INC
26113,COMPUTER USAGE CO
26120,GENERAL AMERICAN OIL CO TX
26199,COMSERV CORP
26201,COMTECH TELECOMMUNICATIONS CORP
26227,AMERACE CORP
26243,FOOTE MINERAL CO
26252,COMPUTER HORIZONS CORP
26279,COMSHARE INC
26286,IDEAL BASIC INDUSTRIES INC
26294,LITTON INDUSTRIES INC
26316,CONCEPT INC
26331,ALLIED PRODUCTS CORP DE
26374,CARTER WALLACE INC
26375,CONESCO INDUSTRIES LTD
26382,FLUOR CORP
26390,SMITHKLINE CORP
26403,DISNEY WALT PRODUCTIONS
26404,CONIFER GROUP INC
26438,POLAROID CORP
26439,CONNA CORP
26447,CONNECTICUT NATIONAL BK BRDGPORT
26454,SUNDSTRAND CORP
26463,CONNECTICUT WATER SERVICE INC
26470,ALAGASCO INC
26489,LEAR SIEGLER INC
26497,MCLEAN TRUCKING CO
26498,CONSOLIDATED ACCESSORIES CORP
26518,BAUSCH & LOMB INC
26526,FAIRMONT FOODS CO
26534,MCDERMOTT J RAY & CO INC
26542,TENNECO INC
26550,WESTERN BANCORPORATION
26570,CONSOLIDATED EQUITIES CORP
26577,REICHHOLD CHEMICALS INC
26578,CONSOLIDATED FIBRES INC
26585,IOWA ELECTRIC LIGHT & POWER CO
26586,CONSOLIDATED PAPERS INC
26593,SIMPLICITY PATTERN INC
26606,MISSOURI PUBLIC SERVICE CO
26607,STEAK N SHAKE INC
26614,SOUTH JERSEY INDS INC
26622,CHAMPION SPARK PLUG CO
26650,CONSOLIDATED TOMOKA LAND CO
26657,GREAT ATLANTIC & PAC TEA INC
26665,THIOKOL CORP
26673,AMPEX CORP
26681,UPJOHN CO
26682,TWENTIETH CENTURY CORP
26710,LOEWS CORP
26711,CONSUMERS WATER CO
26729,MCDONNELL DOUGLAS CORP
26737,ROCHESTER TELEPHONE CORP
26746,CONTECH INC
26753,NATIONAL STANDARD CO
26754,CONTEXT INDUSTRIES INC
26762,CONTINENTAL AMERICAN LIFE INS CO
26788,TEXAS GAS TRANSMISSION CORP
26789,CONTINENTAL BK NORRISTOWN PA
26797,CONTINENTAL CAPITAL CORP
26825,KELLOGG CO
26833,SHELLER GLOBE CORP
26841,CHOCK FULL O NUTS CORP
26884,RUBBERMAID INC
26921,U M C INDUSTRIES INC
26957,CONTINUOUS CURVE CONTACT LENSE
27000,IMPERIAL CORP AMER
27020,CONTROL LASER CORP
27027,MACMILLAN INC
27043,VARIAN ASSOCIATES INC
27051,A M P INC
27078,KELLER INDUSTRIES INC
27086,M C A INC
27108,COOKYS STEAK PUBS INC
27115,GREAT WESTERN FINANCIAL CORP
27116,FLUIDIC INDUSTRIES INC
27158,CENTRAL SOYA INC
27174,JONATHAN LOGAN INC
27190,AMERICAN HOSPITAL SUPPLY CORP
27203,DENTSPLY INTERNATIONAL INC
27238,VENDO CO
27254,STERLING BANCORP
27255,CORDIS CORP
27263,PHILADELPHIA NATIONAL CORP
27270,ARMSTRONG RUBBER CO
27271,CORDYNE CORP
27289,BORMANS INC
27290,CORNET STORES
27297,FIRST CHARTER FINL CORP
27318,NORTHWESTERN STEEL & WIRE CO
27334,CARLISLE CORP
27342,COPELAND CORP
27350,DI GIORGIO CORP
27377,JORGENSEN EARLE M CO DE
27385,ORANGE & ROCKLAND UTILS INC
27406,RAYMOND INTERNATIONAL INC DE
27422,CLEVELAND CLIFFS IRON CO
27430,COOPER TIRE & RUBBER CO
27431,COTTON STATES LIFE & HEALTH INS
27449,GIANT PORTLAND & MASONRY CEM
27457,NORRIS INDUSTRIES INC
27458,COUNTRY MISS INC
27466,COUNTY NATL BANCORPORATION
27473,SINGER CO
27474,COURIER CORP
27481,SOUTHEASTERN PUBLIC SERVICE CO
27502,ARO CORP
27510,COCA COLA BOTTLING CO NY INC
27538,COVINGTON BROTHERS TECHNOLOGIES
27589,CRADDOCK TERRY SHOE CORP
27596,ENGELHARD MINERALS & CHEMS CORP
27609,HOOVER UNIVERSAL INC
27617,MAYS J W INC
27618,CRAWFORD & CO
27633,RYDER SYSTEMS INC
27676,SUBURBAN PROPANE GAS CORP
27677,CREDO PETROLEUM CORP
27684,AVNET INC
27705,INTERNATIONAL RECTIFIER CORP
27713,PERKIN ELMER CORP
27714,CRITERION INSURANCE CO
27721,BURNDY CORP
27722,CRONUS INDUSTRIES INC
27748,FLORIDA EAST COAST RY CO
27749,CROSS & TRECKER CORP
27756,MOUNTAIN FUEL SUPPLY CO
27764,STRIDE RITE CORP
27765,CROWLEY FOODS INC
27773,EMPIRE CROWN AUTO INC
27780,S P S TECHNOLOGIES INC
27828,HEWLETT PACKARD CO
27829,CROWNAMERICA INC
27836,BOBBIE BROOKS INC
27837,CRUMP E H COMPANIES INC
27860,FOXBORO CO
27879,HELENE CURTIS INDS INC
27887,BAXTER TRAVENOL LABS INC
27888,CULLEN FROST BANKERS INC
27895,CONTINENTAL AIR LINES INC
27896,CULLUM COMPANIES INC
27924,HARCOURT BRACE JOVANOVICH INC
27925,CUMMINGS INC INTL SIGN SVC
27940,TEXAS EASTERN CORP
27959,DUKE POWER CO
27983,XEROX CORP
27984,CUSHMAN ELECTRONICS INC
27991,ARIZONA PUB SVC CO
28003,LEESONA CORP
28012,CUT & CURL INC
28039,CUTLER FEDERAL INC
28054,HAZELTINE CORP
28055,CYBERMATICS INC
28090,CYCLOTRON CORP
28097,MCNEIL CORP
28118,NORTH AMERICAN COAL CORP
28134,BAKER INTERNATIONAL CORP
28142,CECO CORP
28150,CENCO INC
28170,D A B INDUSTRIES INC
28177,FINANCIAL FEDERATION INC
28186,DISCOUNT CORP NEW YORK
28222,AIR PRODUCTS & CHEMICALS INC
28250,ACRYLIC OPTICS CORP
28258,D S I CORP
28265,UNITED FINANCIAL CORP CA
28337,L F E CORP
28345,MURPHY OIL CORP
28353,RALSTON PURINA CO
28388,VORNADO INC
28389,DALCO PETROLEUM CORP
28409,GIBRALTAR FINANCIAL CORP CA
28425,NEW ENGLAND TEL & TELEG CO
28433,KAISER CEMENT CORP
28441,FISCHBACH & MOORE INC
28468,GRANITEVILLE CO
28469,DANKER LABS INC
28477,DANLY MACH CORP
28484,AMERADA HESS CORP
28505,CHESEBROUGH PONDS INC
28506,DANNERS INC
28522,DART DRUG CORP
28548,TAFT BROADCASTING CO
28549,DASA CORP
28556,BELCO PETROLEUM CORP
28557,DASH INDUSTRIES INC
28564,C T S CORP
28573,DATA CARD CORP
28580,METROMEDIA INC
28600,DATA DIMENSIONS INC
28636,A P L CORP
28644,DYNEER CORP
28652,A T I INC N Y
28661,DATA PACKAGING CORP
28695,ACME PRECISION PRODS INC DEL
28709,DATA SYSTEMS ANALYSTS INC
28716,AEGIS CORP
28724,AERO FLOW DYNAMICS INC
28740,AERONCA INC
28804,ALASKA AIRLS INC
28820,ALL AMERICAN INDS INC
28840,DATASCOPE CORP
28847,U S AIR INC
28855,ALLIANCE TIRE & RUBR LTD
28864,DATATAB INC
28901,DATATRON INC
28952,DATUM INC
28979,DAUPHIN DEPOSIT CORP
29022,AMERICAN MANUFACTURING INC
29023,DAVIS WATER & WASTE INDS INC
29049,AMERICAN PETROFINA INC
29073,ANDREA RADIO CORP
29102,ANGLO LTD
29103,DE TOMASO INDS INC
29145,ANTHONY INDUSTRIES INC
29153,APOLLO INDUSTRIES INC ME
29154,DECISION SYSTEMS INC
29161,APPLIED DEVICES CORP
29196,ARKANSAS LA GAS CO
29197,DEKALB AGRESEARCH INC
29209,ARROW ELECTRONICS INC
29210,DEL ELECTRONICS CORP
29225,ASAMERA OIL CORP LTD
29234,DELHI CHEMICALS INC
29269,DELTA CALIFORNIA INDS
29276,ASTREX INC
29277,DELTA DATA SYS CORP
29284,ATCO INDUSTRIES INC
29306,DELTAK CORP
29365,DENELCOR INC
29380,AUTOMATIC RADIO MANUFACTURING IN
29429,DENTALLOY INC
29437,DENTO MED INDUSTRIES INC
29480,DEPENDABLE INSURANCE GP INC AMER
29488,DEPOSIT GUARANTY CORP
29508,BALDWIN SECURITIES CORP
29532,BANNER INDUSTRIES INC
29559,BARNES ENGINEERING CO
29560,DETECTION SYSTEMS INC
29567,BARRY WRIGHT CORP
29576,DETREX CHEMICAL INDS INC
29583,BARTONS CANDY CORP
29584,DETROIT & CANADA TUNL CORP
29591,BARUCH FOSTER CORP
29612,BEARINGS INC
29639,BELL INDUSTRIES INC
29663,BERKEY PHOTO INC
29699,DEWEY ELECTRONICS CORP
29720,DI AN CONTROLS INC
29735,BLUEBIRD INC
29736,DIAGNOSTIC INC
29744,DIAGNOSTIC DATA INC
29787,DIALYSIS CORP AMERICA
29815,BREEZE CORPS INC
29816,DIAMOND CRYSTAL SALT CO
29867,DIBRELL BROTHERS INC
29911,BROWN CO
29938,BROWN FORMAN DISTILLERS CORP
29946,BROWN FORMAN DISTILLERS CORP
29962,FINANCIAL CORP AMER
29963,DIETRICH EXPL INC
29970,BUELL INDUSTRIES INC
29971,DIGI LOG SYS INC
30031,BUTLER INTERNATIONAL INC
30074,C C I CORP
30082,MATRIX CORP NJ
30112,DINNER BELL FOODS INC
30155,DIONICS INC
30190,DISCOVERY OIL LTD
30198,DISTRIBUCO INC
30234,CANADIAN HOMESTEAD OILS LTD
30269,CANADIAN MERRILL LTD
30294,DIXON JOSEPH CRUCIBLE CO
30307,BRYN MAWR CORP
30314,CANAL RANDOLPH CORP
30315,DIXSON INC
30322,CANAVERAL INTERNATIONAL CORP
30330,CAPITAL CITIES COMMUNICATIONS IN
30331,DOAK PHARMACAL INC
30358,DOCUTEL CORP
30365,CARNATION CO
30366,DOE SPUN INC
30374,DOL RESOURCES INC
30382,DOLLAR GENERAL CORP
30402,CASTLE A M & CO
30411,DOMINGUEZ WATER CORP
30430,DOMINION BANKSHARES CORP
30438,DOMINION HOLDINGS INC
30509,CHICAGO RIVET & MACH CO
30518,DONOVAN COMPANIES INC CL A
30525,CHRISTIANA COMPANIES INC
30533,CHROMALLOY AMERICAN CORP DE
30542,DOREMUS & CO
30568,CLARK CONSOLIDATED INDS INC
30584,CLAROSTAT MANUFACTURING INC
30593,DOUBLE EAGLE PETRO & MINING CO
30614,DOUGHTIES FOODS INC
30622,DOUGLAS & LOMASON CO
30648,COHU INC
30649,DOUGLAS INDUSTRIES INC
30680,COMMERCIAL METALS CO
30681,DOYLE DANE BERNBACH INTL INC
30700,DRANETZ ENGINEERING LABS INC
30728,COMMUNITY PUBLIC SERVICE CO
30736,COMPO INDUSTRIES INC
30744,COMPUDYNE CORP
30752,CONDEC CORP
30753,DREWRY PHOTOCOLOR CORP
30760,CONNELLY CONTAINERS INC
30761,DREXLER TECHNOLOGY CORP
30779,CONRAC CORP
30787,CONROY INC
30788,DRICO INDUSTRIAL CORP
30816,CONSOLIDATED OIL & GAS INC
30817,DRUM FINANCIAL CORP
30825,DUAL LITE INC
30832,DUNES HOTEL & CASINOS INC
30833,DUCKWALL ALCO STORES INC
30840,CONTINENTAL MATERIALS CORP
30876,DUNKIN DONUTS INC
30883,COOPER JARRETT INC
30912,CORROON & BLACK CORP
30913,DURHAM CORP
30921,DURHAM LIFE INS CO
30940,DURIRON INC
30948,DURR FILLAUER MED INC
30972,COMPUTERIZED AUTOMOTIVE REP SVC
30998,CRESTMONT OIL & GAS CO
31026,CROWLEY MILNER & CO
31035,DYNAMIC HOMES INC
31042,CROWN CENTRAL PETROLEUM CORP
31043,DYNAMIC INSTRUMENT CORP
31069,CRYSTAL OIL CO
31070,DYNAMICS RESEARCH CORP
31077,CUBIC CORP
31078,DYNASCAN CORP
31107,DYNATECH CORP
31149,DAY MINES INC
31173,DELTONA CORP
31181,DENNISON MANUFACTURING CO
31182,E H INTERNATIONAL INC
31211,E I P MICROWAVE INC
31230,E M C ENERGIES INC
31262,E R C CORP
31288,DOME PETROLEUM LTD
31341,DORSEY CORP
31376,DRIVER HARRIS CO
31384,DRUG FAIR INC
31414,EARLY CALIFORNIA INDS INC
31421,DURO TEST CORP
31422,EARTH SCIENCES INC
31456,DYNALECTRON CORP
31457,EASTCO INDUSTRIAL SAFETY CORP
31464,DYNAMICS CORP AMER
31465,EASTMET CORP
31472,DUTCH BOY INC
31480,EASTERN CO
31500,EATON & HOWARD VANCE SANDERS INC
31536,ECHLIN MANUFACTURING CO
31544,MEDALLION GROUP INC
31552,EDO CORP
31579,ELECTRO AUDIO DYNAMICS INC
31587,ELECTROGRAPHIC CORP
31595,E A C INDUSTRIES INC
31608,ELECTRONIC RESEARCH ASSOC INC
31632,ELECTRONICS CORP AMER
31659,EMERY AIR FGHT CORP
31668,EDUCATIONAL DEVELOPMENT CORP
31683,ERO INDUSTRIES INC
31691,ESPEY MANUFACTURING & ELCTRS COR
31704,ESQUIRE INC
31705,EDWARDS INDS INC
31712,ESQUIRE RADIO & ELECTRONICS INC
31720,ESSEX CHEMICAL CORP
31747,EVANS ARISTOCRAT INDS INC
31756,EL DORADO INTL INC
31763,FABERGE INC
31764,EL PASO ELECTRIC CO
31798,FAIRMOUNT CHEMICAL CO INC
31819,FANNY FARMER CANDY SHOPS INC
31836,ELCO INDUSTRIES INC
31844,ELDER BEERMAN STORES CORP
31851,FELMONT OIL CORP
31852,ELDON INDUSTRIES INC
31878,FILMWAYS INC
31886,FINANCIAL GENERAL BANKSHARES INC
31907,FIRST SAVINGS & LOAN SHARES INC
31915,FISCHER & PORTER CO
31974,FOREST CITY ENTERPRISES INC
31983,ELECTRO CATHETER CORP
32002,FRIENDLY FROST INC
32030,ELECTRO NUCLEONICS INC
32037,G F BUSINESS EQUIP INC
32038,ELECTRO PROTECTIVE CORP AMER
32061,G T I CORP
32096,GARAN INC
32110,ELECTROMAGNETIC SCIENCES INC
32134,ELECTRONIC CONTROL SYSTEM
32141,G D V INC
32177,ELECTRONIC MODULES CORP
32193,ELECTRONIC TABULATING CORP
32205,GIANT FOOD INC
32256,GLENMORE DISTILLERIES CO
32273,ELIAS BROTHERS RESTAURANTS INC
32281,ELIZABETHTOWN WATER CO
32299,GOLDFIELD CORP
32302,ELLIS BANKING CORP
32328,GORDON JEWELRY CORP
32329,ELLMANS INC
32352,GREAT AMERICAN INDUSTRIES INC
32360,GREAT BASINS PETE CO
32379,GREAT LAKES CHEM CORP
32387,GREAT LAKES REC CO
32396,PINEHURST CORP
32409,EMONS INDUSTRIES INC
32440,GROW GROUP INC
32459,GUARDSMAN CHEMICALS INC
32475,GULF & WESTERN INDS INC
32476,EMPIRE NATIONAL BK MIDDLETOWN NY
32504,GULTON INDUSTRIES INC
32513,EMPLOYEE BENEFITS INC
32521,EMPLOYERS CASUALTY CO
32563,HARNISCHFEGER CORP
32571,HARTFIELD ZODYS INC
32600,HARVEY GROUP INC
32619,HASTINGS MANUFACTURING CO
32628,ENERGY & ENVIRONMENTAL COS INC
32636,ENERGY CONVERSION DEVICES INC
32651,HECLA MINING CO
32678,HEINICKE INSTRUMENTS CO
32695,ENERGY RESERVES GROUP INC
32707,HELMERICH & PAYNE INC
32708,ENERGY RESERVE INC
32759,ENERGY SOURCES INC
32782,HOFMANN INDUSTRIES INC
32790,HOLLINGER ARGUS LTD
32791,ENERGY VENTURES INC
32803,HOLLY CORP
32847,ENERGY CAP DEV CORP
32870,HORMEL GEORGE A & CO
32897,HORN & HARDART CO
32926,HOWELL INDUSTRIES INC
32927,DYNASONICS CORP
32934,HUBBELL HARVEY INC
32942,HUBBELL HARVEY INC
32985,HUSKY OIL LTD
33014,ENGRAPH INC
33048,I M C MAGNETICS CORP
33056,I N A CORP
33064,I T I CORP OHIO
33129,ENTWISTLE CO
33136,INDUSTRIAL ELECTRONIC HRDWR CORP
33145,ENVIRODYNE INDUSTRIES INC
33179,INTERNATIONAL STRETCH PRODS INC
33196,ENVIROSEARCH CORP
33232,IROQUOIS BRANDS LTD
33233,EPSCO INC
33240,IRVIN INDUSTRIES INC
33267,JETRONIC INDUSTRIES INC
33268,LUMBERMANS ACCEPTANCE CO
33275,JUPITER INDUSTRIES INC
33283,KAISER INDUSTRIES CORP
33292,EQUIPMENT COMPANY AMER
33305,EQUITABLE BANCORP
33312,KAUFMAN & BROAD INC
33321,EQUITABLE OF IOWA COMPANIES
33347,KAY CORP
33348,EQUITABLE SAVINGS & LN ASSN OR
33363,KIDDE WALTER & CO INC
33398,KINARK CORP
33400,KING OPTICAL CORP
33420,EQUITY OIL CO
33428,E R B LUMBER CO MI
33436,ERICKSON CORP
33451,KLEER VU INDUSTRIES INC
33478,KLEINERTS INC
33532,ESCALADE INC
33582,LAKE SHORE MINES LTD
33591,ETHAN ALLEN INC
33603,LAMSON & SESSIONS CO
33612,EVANS & SUTHERLAND COMPUTER CORP
33639,EVANS INC
33646,LANDMARK LAND INC
33698,EXCEL ENERGY CORP
33719,EXCELSIOR INVESTORS CO
33727,EXCHANGE BANCORPORATION TAMPA
33734,LIBERTY FABRICS NY INC
33769,LODGE & SHIPLEY CO
33770,EXECUTIVE HOUSE INC
33785,LORAL CORP
33806,LOUISIANA GENERAL SERVICES INC
33814,LOUISIANA LAND & EXPLORATION CO
33815,EXPLORATION CO
33823,EXPLOSIVE FABRICATORS INC
33830,LUNDY ELECTRONICS & SYSTEMS INC
33849,LYNCH CORP
33857,M P O VIDEOTRONICS INC
33866,EXTRACTIVE FUELS INC
33873,MACKE CO
33882,F & M NATIONAL CORP
33937,MAINE PUBLIC SERVICE CO
33953,MALLORY RANDALL CORP
33961,RUSSELL BURDSALL & WARD CORP
33962,FIRST NORTHWEST INDS AMER INC
33988,MANGOOD CORP
33989,F S C CORP
33997,FABRI TEK INC
34017,FABRIC WHSLRS INC
34024,MARYLAND CUP CORP
34032,MASCO CORP
34067,MC CULLOCH OIL CORP
34076,FAIR LANES INC
34121,FALCON PRODUCTS INC
34139,MICHIGAN SUGAR CO
34147,M A COM INC
34172,FAMILIAN CORP
34198,MILLER WOHL INC
34227,MIRRO CORP
34278,MONOGRAM INDUSTRIES INC DE
34279,FARADAY LABS INC
34308,FARINON CORP
34315,MOUNT VERNON MLS INC
34316,FARM & HOME LIFE INS CO
34323,MOUNTAIN STATES TEL & TELEG CO
34331,MOVIE STAR INC
34358,MOVIELAB INC
34359,FARM HOUSE FOODS CORP
34366,MURRAY OHIO MFG CO
34367,FARMER BROTHERS CO
34383,FARMERS GROUP INC
34404,FARR CO
34438,NAPCO INDUSTRIES INC
34439,FASHION TWO TWENTY INC
34463,FEDERAL SCREW WKS
34497,NATIONAL PRESTO INDS INC
34498,FEDERATED GTY LIFE INS CO
34519,FEDERATED INCOME & PRIV PLACE FD
34527,FEDERATED INVESTORS INC
34594,FEY INDUSTRIES INC
34606,NESTLE LE MUR CO
34614,NEW IDRIA INC
34630,NEW MEXICO & ARIZ LD CO
34631,FIDELCOR INC
34649,NEW PROCESS CO
34665,NEWCOR INC
34673,NEWPARK RESOURCES INC
34681,NEXUS INDUSTRIES INC
34711,FIFE CORP
34730,FIFTH AVE CARDS INC
34745,NORTH AMERICAN ROYALTIES INC
34746,FIFTH THIRD BANCORP
34817,NUCOR CORP
34825,OAK INDUSTRIES INC
34833,OCCIDENTAL PETROLEUM CORP
34841,OGDEN CORP
34842,FINANCIAL INC
34869,FINANCIAL INDUSTRIES CORP
34892,OPELIKA MANUFACTURING CORP
34893,FINANCIAL SECURITY GROUP INC
34905,ORMAND INDUSTRIES INC
34913,O SULLIVAN CORP
34921,OVERSEAS SECURITIES INC
34948,OXFORD INDUSTRIES INC
34980,PACIFIC NORTHWEST BELL TEL CO
35020,FINNIGAN CORP
35036,FIRST & MERCHANTS CORP
35044,FIRST ALABAMA BANCSHARES INC
35051,PALL CORP
35094,PARK CHEMICAL CO
35107,PARK ELECTROCHEMICAL CORP
35115,PARKER PEN CO
