Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2006-03-28 00:00:00, Volatility: 0.064329, Naive Volatility: 0.066225, Shrinkage: 0.35
Date: 2006-03-29 00:00:00, Volatility: 0.062473, Naive Volatility: 0.064081, Shrinkage: 0.37
Date: 2006-03-30 00:00:00, Volatility: 0.060311, Naive Volatility: 0.062542, Shrinkage: 0.35
Date: 2006-03-31 00:00:00, Volatility: 0.059209, Naive Volatility: 0.061270, Shrinkage: 0.34
Date: 2006-04-03 00:00:00, Volatility: 0.057692, Naive Volatility: 0.059246, Shrinkage: 0.27
Date: 2006-04-04 00:00:00, Volatility: 0.059441, Naive Volatility: 0.060516, Shrinkage: 0.24
Date: 2006-04-05 00:00:00, Volatility: 0.059878, Naive Volatility: 0.060942, Shrinkage: 0.24
Date: 2006-04-06 00:00:00, Volatility: 0.064474, Naive Volatility: 0.065353, Shrinkage: 0.24
Date: 2006-04-07 00:00:00, Volatility: 0.057397, Naive Volatility: 0.058404, Shrinkage: 0.24
Date: 2006-04-10 00:00:00, Volatility: 0.057230, Naive Volatility: 0.057534, Shrinkage: 0.15
Date: 2006-04-11 00:00:00, Volatility: 0.048468, Naive Volatility: 0.048611, Shrinkage: 0.14
Date: 2006-04-12 00:00:00, Volatility: 0.056541, Naive Volatility: 0.057801, Shrinkage: 0.00
Date: 2006-04-13 00:00:00, Volatility: 0.058057, Naive Volatility: 0.060133, Shrinkage: 0.00
Date: 2006-04-17 00:00:00, Volatility: 0.061417, Naive Volatility: 0.063127, Shrinkage: 0.00
Date: 2006-04-18 00:00:00, Volatility: 0.058240, Naive Volatility: 0.060033, Shrinkage: 0.00
Date: 2006-04-19 00:00:00, Volatility: 0.067738, Naive Volatility: 0.069556, Shrinkage: 0.00
Date: 2006-04-20 00:00:00, Volatility: 0.062189, Naive Volatility: 0.063487, Shrinkage: 0.00
Date: 2006-04-21 00:00:00, Volatility: 0.063850, Naive Volatility: 0.065671, Shrinkage: 0.00
Date: 2006-04-24 00:00:00, Volatility: 0.062158, Naive Volatility: 0.064380, Shrinkage: 0.00
Date: 2006-04-25 00:00:00, Volatility: 0.063193, Naive Volatility: 0.065454, Shrinkage: 0.00
Date: 2006-04-26 00:00:00, Volatility: 0.065594, Naive Volatility: 0.067200, Shrinkage: 0.00
Date: 2006-04-27 00:00:00, Volatility: 0.072902, Naive Volatility: 0.074021, Shrinkage: 0.00
Date: 2006-04-28 00:00:00, Volatility: 0.072436, Naive Volatility: 0.074106, Shrinkage: 0.00
Date: 2006-05-01 00:00:00, Volatility: 0.075324, Naive Volatility: 0.077829, Shrinkage: 0.00
Date: 2006-05-02 00:00:00, Volatility: 0.079711, Naive Volatility: 0.081010, Shrinkage: 0.00
Date: 2006-05-03 00:00:00, Volatility: 0.085384, Naive Volatility: 0.085907, Shrinkage: 0.00
Date: 2006-05-04 00:00:00, Volatility: 0.084765, Naive Volatility: 0.085260, Shrinkage: 0.01
Date: 2006-05-05 00:00:00, Volatility: 0.090881, Naive Volatility: 0.091062, Shrinkage: 0.05
Date: 2006-05-08 00:00:00, Volatility: 0.089688, Naive Volatility: 0.089784, Shrinkage: 0.06
Date: 2006-05-09 00:00:00, Volatility: 0.089902, Naive Volatility: 0.089985, Shrinkage: 0.15
Date: 2006-05-10 00:00:00, Volatility: 0.089969, Naive Volatility: 0.090008, Shrinkage: 0.13
Date: 2006-05-11 00:00:00, Volatility: 0.085269, Naive Volatility: 0.085297, Shrinkage: 0.07
Date: 2006-05-12 00:00:00, Volatility: 0.088183, Naive Volatility: 0.088413, Shrinkage: 0.15
Date: 2006-05-15 00:00:00, Volatility: 0.088756, Naive Volatility: 0.089586, Shrinkage: 0.17
Date: 2006-05-16 00:00:00, Volatility: 0.088864, Naive Volatility: 0.089563, Shrinkage: 0.16
Date: 2006-05-17 00:00:00, Volatility: 0.093945, Naive Volatility: 0.094301, Shrinkage: 0.15
Date: 2006-05-18 00:00:00, Volatility: 0.093238, Naive Volatility: 0.093488, Shrinkage: 0.15
Date: 2006-05-19 00:00:00, Volatility: 0.096027, Naive Volatility: 0.096501, Shrinkage: 0.15
Date: 2006-05-22 00:00:00, Volatility: 0.096363, Naive Volatility: 0.096712, Shrinkage: 0.17
Date: 2006-05-23 00:00:00, Volatility: 0.097869, Naive Volatility: 0.097974, Shrinkage: 0.15
Date: 2006-05-24 00:00:00, Volatility: 0.097234, Naive Volatility: 0.097423, Shrinkage: 0.00
Date: 2006-05-25 00:00:00, Volatility: 0.093459, Naive Volatility: 0.093466, Shrinkage: 0.09
Date: 2006-05-26 00:00:00, Volatility: 0.093653, Naive Volatility: 0.093795, Shrinkage: 0.15
Date: 2006-05-30 00:00:00, Volatility: 0.092853, Naive Volatility: 0.093519, Shrinkage: 0.17
Date: 2006-05-31 00:00:00, Volatility: 0.087359, Naive Volatility: 0.087728, Shrinkage: 0.15
Date: 2006-06-01 00:00:00, Volatility: 0.088195, Naive Volatility: 0.088268, Shrinkage: 0.07
Date: 2006-06-02 00:00:00, Volatility: 0.087792, Naive Volatility: 0.088502, Shrinkage: 0.06
Date: 2006-06-05 00:00:00, Volatility: 0.082005, Naive Volatility: 0.082978, Shrinkage: 0.00
Date: 2006-06-06 00:00:00, Volatility: 0.080683, Naive Volatility: 0.082683, Shrinkage: 0.00
Date: 2006-06-07 00:00:00, Volatility: 0.081941, Naive Volatility: 0.083779, Shrinkage: 0.00
Date: 2006-06-08 00:00:00, Volatility: 0.082606, Naive Volatility: 0.084009, Shrinkage: 0.00
Date: 2006-06-09 00:00:00, Volatility: 0.082944, Naive Volatility: 0.084074, Shrinkage: 0.00
Date: 2006-06-12 00:00:00, Volatility: 0.079734, Naive Volatility: 0.080615, Shrinkage: 0.01
Date: 2006-06-13 00:00:00, Volatility: 0.076648, Naive Volatility: 0.077501, Shrinkage: 0.00
Date: 2006-06-14 00:00:00, Volatility: 0.081419, Naive Volatility: 0.084118, Shrinkage: 0.00
Date: 2006-06-15 00:00:00, Volatility: 0.076661, Naive Volatility: 0.079017, Shrinkage: 0.00
Date: 2006-06-16 00:00:00, Volatility: 0.076831, Naive Volatility: 0.079476, Shrinkage: 0.00
Date: 2006-06-19 00:00:00, Volatility: 0.074254, Naive Volatility: 0.076647, Shrinkage: 0.00
Date: 2006-06-20 00:00:00, Volatility: 0.077981, Naive Volatility: 0.081510, Shrinkage: 0.00
Date: 2006-06-21 00:00:00, Volatility: 0.076615, Naive Volatility: 0.080107, Shrinkage: 0.00
Date: 2006-06-22 00:00:00, Volatility: 0.076853, Naive Volatility: 0.080578, Shrinkage: 0.00
Date: 2006-06-23 00:00:00, Volatility: 0.078968, Naive Volatility: 0.082962, Shrinkage: 0.00
Date: 2006-06-26 00:00:00, Volatility: 0.081503, Naive Volatility: 0.085563, Shrinkage: 0.00
Date: 2006-06-27 00:00:00, Volatility: 0.078362, Naive Volatility: 0.082470, Shrinkage: 0.00
Date: 2006-06-28 00:00:00, Volatility: 0.082823, Naive Volatility: 0.086240, Shrinkage: 0.00
Date: 2006-06-29 00:00:00, Volatility: 0.083753, Naive Volatility: 0.085621, Shrinkage: 0.00
Date: 2006-06-30 00:00:00, Volatility: 0.085235, Naive Volatility: 0.087555, Shrinkage: 0.00
Date: 2006-07-03 00:00:00, Volatility: 0.087334, Naive Volatility: 0.088740, Shrinkage: 0.00
Date: 2006-07-05 00:00:00, Volatility: 0.086300, Naive Volatility: 0.088697, Shrinkage: 0.00
Date: 2006-07-06 00:00:00, Volatility: 0.092908, Naive Volatility: 0.093494, Shrinkage: 0.16
Date: 2006-07-07 00:00:00, Volatility: 0.093295, Naive Volatility: 0.093915, Shrinkage: 0.15
Date: 2006-07-10 00:00:00, Volatility: 0.091579, Naive Volatility: 0.091681, Shrinkage: 0.13
Date: 2006-07-11 00:00:00, Volatility: 0.091100, Naive Volatility: 0.091770, Shrinkage: 0.15
Date: 2006-07-12 00:00:00, Volatility: 0.089654, Naive Volatility: 0.090361, Shrinkage: 0.28
Date: 2006-07-13 00:00:00, Volatility: 0.085709, Naive Volatility: 0.087803, Shrinkage: 0.27
Date: 2006-07-14 00:00:00, Volatility: 0.082949, Naive Volatility: 0.084991, Shrinkage: 0.25
Date: 2006-07-17 00:00:00, Volatility: 0.083377, Naive Volatility: 0.085303, Shrinkage: 0.26
Date: 2006-07-18 00:00:00, Volatility: 0.085753, Naive Volatility: 0.087292, Shrinkage: 0.22
Date: 2006-07-19 00:00:00, Volatility: 0.082877, Naive Volatility: 0.084477, Shrinkage: 0.24
Date: 2006-07-20 00:00:00, Volatility: 0.082152, Naive Volatility: 0.084663, Shrinkage: 0.28
Date: 2006-07-21 00:00:00, Volatility: 0.080155, Naive Volatility: 0.083298, Shrinkage: 0.31
Date: 2006-07-24 00:00:00, Volatility: 0.074782, Naive Volatility: 0.079727, Shrinkage: 0.36
Date: 2006-07-25 00:00:00, Volatility: 0.070587, Naive Volatility: 0.076374, Shrinkage: 0.59
Date: 2006-07-26 00:00:00, Volatility: 0.072245, Naive Volatility: 0.075143, Shrinkage: 0.33
Date: 2006-07-27 00:00:00, Volatility: 0.068033, Naive Volatility: 0.069430, Shrinkage: 0.28
Date: 2006-07-28 00:00:00, Volatility: 0.060481, Naive Volatility: 0.060971, Shrinkage: 0.21
Date: 2006-07-31 00:00:00, Volatility: 0.062714, Naive Volatility: 0.063397, Shrinkage: 0.22
Date: 2006-08-01 00:00:00, Volatility: 0.060619, Naive Volatility: 0.060930, Shrinkage: 0.21
Date: 2006-08-02 00:00:00, Volatility: 0.057805, Naive Volatility: 0.059014, Shrinkage: 0.27
Date: 2006-08-03 00:00:00, Volatility: 0.052075, Naive Volatility: 0.052346, Shrinkage: 0.14
Date: 2006-08-04 00:00:00, Volatility: 0.053524, Naive Volatility: 0.053817, Shrinkage: 0.15
Date: 2006-08-07 00:00:00, Volatility: 0.051010, Naive Volatility: 0.051076, Shrinkage: 0.15
Date: 2006-08-08 00:00:00, Volatility: 0.052041, Naive Volatility: 0.052171, Shrinkage: 0.15
Date: 2006-08-09 00:00:00, Volatility: 0.056117, Naive Volatility: 0.056200, Shrinkage: 0.15
Date: 2006-08-10 00:00:00, Volatility: 0.056778, Naive Volatility: 0.057123, Shrinkage: 0.15
Date: 2006-08-11 00:00:00, Volatility: 0.055320, Naive Volatility: 0.055511, Shrinkage: 0.15
Date: 2006-08-14 00:00:00, Volatility: 0.054124, Naive Volatility: 0.054159, Shrinkage: 0.11
Date: 2006-08-15 00:00:00, Volatility: 0.050490, Naive Volatility: 0.050728, Shrinkage: 0.15
Date: 2006-08-16 00:00:00, Volatility: 0.049179, Naive Volatility: 0.050510, Shrinkage: 0.25
Date: 2006-08-17 00:00:00, Volatility: 0.048066, Naive Volatility: 0.049258, Shrinkage: 0.24
Date: 2006-08-18 00:00:00, Volatility: 0.050512, Naive Volatility: 0.051675, Shrinkage: 0.23
Date: 2006-08-21 00:00:00, Volatility: 0.050744, Naive Volatility: 0.052190, Shrinkage: 0.26
Date: 2006-08-22 00:00:00, Volatility: 0.053009, Naive Volatility: 0.054158, Shrinkage: 0.23
Date: 2006-08-23 00:00:00, Volatility: 0.052761, Naive Volatility: 0.054212, Shrinkage: 0.25
Date: 2006-08-24 00:00:00, Volatility: 0.052202, Naive Volatility: 0.053633, Shrinkage: 0.24
Date: 2006-08-25 00:00:00, Volatility: 0.056208, Naive Volatility: 0.057431, Shrinkage: 0.23
Date: 2006-08-28 00:00:00, Volatility: 0.055868, Naive Volatility: 0.056966, Shrinkage: 0.23
Date: 2006-08-29 00:00:00, Volatility: 0.053823, Naive Volatility: 0.054116, Shrinkage: 0.17
Date: 2006-08-30 00:00:00, Volatility: 0.052915, Naive Volatility: 0.052987, Shrinkage: 0.15
Date: 2006-08-31 00:00:00, Volatility: 0.053538, Naive Volatility: 0.053687, Shrinkage: 0.15
Date: 2006-09-01 00:00:00, Volatility: 0.054425, Naive Volatility: 0.054812, Shrinkage: 0.17
Date: 2006-09-05 00:00:00, Volatility: 0.054093, Naive Volatility: 0.054120, Shrinkage: 0.12
Date: 2006-09-06 00:00:00, Volatility: 0.060501, Naive Volatility: 0.060501, Shrinkage: 0.10
Date: 2006-09-07 00:00:00, Volatility: 0.056495, Naive Volatility: 0.056586, Shrinkage: 0.06
Date: 2006-09-08 00:00:00, Volatility: 0.052954, Naive Volatility: 0.054099, Shrinkage: 0.00
Date: 2006-09-11 00:00:00, Volatility: 0.054225, Naive Volatility: 0.054522, Shrinkage: 0.00
Date: 2006-09-12 00:00:00, Volatility: 0.051810, Naive Volatility: 0.052278, Shrinkage: 0.00
Date: 2006-09-13 00:00:00, Volatility: 0.051626, Naive Volatility: 0.052267, Shrinkage: 0.00
Date: 2006-09-14 00:00:00, Volatility: 0.051178, Naive Volatility: 0.052321, Shrinkage: 0.00
Date: 2006-09-15 00:00:00, Volatility: 0.050709, Naive Volatility: 0.051865, Shrinkage: 0.00
Date: 2006-09-18 00:00:00, Volatility: 0.052540, Naive Volatility: 0.053476, Shrinkage: 0.00
Date: 2006-09-19 00:00:00, Volatility: 0.051717, Naive Volatility: 0.052368, Shrinkage: 0.00
Date: 2006-09-20 00:00:00, Volatility: 0.052743, Naive Volatility: 0.052736, Shrinkage: 0.10
Date: 2006-09-21 00:00:00, Volatility: 0.052486, Naive Volatility: 0.052538, Shrinkage: 0.13
Date: 2006-09-22 00:00:00, Volatility: 0.054235, Naive Volatility: 0.054385, Shrinkage: 0.06
Date: 2006-09-25 00:00:00, Volatility: 0.053312, Naive Volatility: 0.054590, Shrinkage: 0.00
Date: 2006-09-26 00:00:00, Volatility: 0.051798, Naive Volatility: 0.053081, Shrinkage: 0.00
Date: 2006-09-27 00:00:00, Volatility: 0.051074, Naive Volatility: 0.052540, Shrinkage: 0.00
Date: 2006-09-28 00:00:00, Volatility: 0.050658, Naive Volatility: 0.052027, Shrinkage: 0.00
Date: 2006-09-29 00:00:00, Volatility: 0.052845, Naive Volatility: 0.054380, Shrinkage: 0.00
Date: 2006-10-02 00:00:00, Volatility: 0.050275, Naive Volatility: 0.052208, Shrinkage: 0.00
Date: 2006-10-03 00:00:00, Volatility: 0.050669, Naive Volatility: 0.051564, Shrinkage: 0.00
Date: 2006-10-04 00:00:00, Volatility: 0.044504, Naive Volatility: 0.045182, Shrinkage: 0.00
Date: 2006-10-05 00:00:00, Volatility: 0.045722, Naive Volatility: 0.046413, Shrinkage: 0.00
Date: 2006-10-06 00:00:00, Volatility: 0.045989, Naive Volatility: 0.046785, Shrinkage: 0.00
Date: 2006-10-09 00:00:00, Volatility: 0.047725, Naive Volatility: 0.049227, Shrinkage: 0.00
Date: 2006-10-10 00:00:00, Volatility: 0.046997, Naive Volatility: 0.048162, Shrinkage: 0.00
Date: 2006-10-11 00:00:00, Volatility: 0.046853, Naive Volatility: 0.047991, Shrinkage: 0.00
Date: 2006-10-12 00:00:00, Volatility: 0.053272, Naive Volatility: 0.053940, Shrinkage: 0.00
Date: 2006-10-13 00:00:00, Volatility: 0.051816, Naive Volatility: 0.051928, Shrinkage: 0.00
Date: 2006-10-16 00:00:00, Volatility: 0.049949, Naive Volatility: 0.050182, Shrinkage: 0.15
Date: 2006-10-17 00:00:00, Volatility: 0.050067, Naive Volatility: 0.050084, Shrinkage: 0.14
Date: 2006-10-18 00:00:00, Volatility: 0.047118, Naive Volatility: 0.047456, Shrinkage: 0.00
Date: 2006-10-19 00:00:00, Volatility: 0.047323, Naive Volatility: 0.048110, Shrinkage: 0.00
Date: 2006-10-20 00:00:00, Volatility: 0.046334, Naive Volatility: 0.046951, Shrinkage: 0.00
Date: 2006-10-23 00:00:00, Volatility: 0.042629, Naive Volatility: 0.042806, Shrinkage: 0.00
Date: 2006-10-24 00:00:00, Volatility: 0.042757, Naive Volatility: 0.043968, Shrinkage: 0.00
Date: 2006-10-25 00:00:00, Volatility: 0.043179, Naive Volatility: 0.044706, Shrinkage: 0.00
Date: 2006-10-26 00:00:00, Volatility: 0.044327, Naive Volatility: 0.045720, Shrinkage: 0.00
Date: 2006-10-27 00:00:00, Volatility: 0.049954, Naive Volatility: 0.051866, Shrinkage: 0.00
Date: 2006-10-30 00:00:00, Volatility: 0.051121, Naive Volatility: 0.052573, Shrinkage: 0.00
Date: 2006-10-31 00:00:00, Volatility: 0.055886, Naive Volatility: 0.056494, Shrinkage: 0.00
Date: 2006-11-01 00:00:00, Volatility: 0.054882, Naive Volatility: 0.055430, Shrinkage: 0.00
Date: 2006-11-02 00:00:00, Volatility: 0.053993, Naive Volatility: 0.054676, Shrinkage: 0.00
Date: 2006-11-03 00:00:00, Volatility: 0.060433, Naive Volatility: 0.061338, Shrinkage: 0.00
Date: 2006-11-06 00:00:00, Volatility: 0.057894, Naive Volatility: 0.058369, Shrinkage: 0.00
Date: 2006-11-07 00:00:00, Volatility: 0.059360, Naive Volatility: 0.059336, Shrinkage: 0.00
Date: 2006-11-08 00:00:00, Volatility: 0.059542, Naive Volatility: 0.059678, Shrinkage: 0.00
Date: 2006-11-09 00:00:00, Volatility: 0.055122, Naive Volatility: 0.055578, Shrinkage: 0.00
Date: 2006-11-10 00:00:00, Volatility: 0.055781, Naive Volatility: 0.056435, Shrinkage: 0.00
Date: 2006-11-13 00:00:00, Volatility: 0.055899, Naive Volatility: 0.056706, Shrinkage: 0.00
Date: 2006-11-14 00:00:00, Volatility: 0.054888, Naive Volatility: 0.055925, Shrinkage: 0.00
Date: 2006-11-15 00:00:00, Volatility: 0.054744, Naive Volatility: 0.055906, Shrinkage: 0.00
Date: 2006-11-16 00:00:00, Volatility: 0.053881, Naive Volatility: 0.055155, Shrinkage: 0.00
Date: 2006-11-17 00:00:00, Volatility: 0.054631, Naive Volatility: 0.055982, Shrinkage: 0.00
Date: 2006-11-20 00:00:00, Volatility: 0.053016, Naive Volatility: 0.054500, Shrinkage: 0.00
Date: 2006-11-21 00:00:00, Volatility: 0.055568, Naive Volatility: 0.056803, Shrinkage: 0.00
Date: 2006-11-22 00:00:00, Volatility: 0.055304, Naive Volatility: 0.056322, Shrinkage: 0.00
Date: 2006-11-24 00:00:00, Volatility: 0.054532, Naive Volatility: 0.055508, Shrinkage: 0.00
Date: 2006-11-27 00:00:00, Volatility: 0.046378, Naive Volatility: 0.046845, Shrinkage: 0.00
Date: 2006-11-28 00:00:00, Volatility: 0.044593, Naive Volatility: 0.045182, Shrinkage: 0.00
Date: 2006-11-29 00:00:00, Volatility: 0.040506, Naive Volatility: 0.041708, Shrinkage: 0.00
Date: 2006-11-30 00:00:00, Volatility: 0.045485, Naive Volatility: 0.046095, Shrinkage: 0.00
Date: 2006-12-01 00:00:00, Volatility: 0.045530, Naive Volatility: 0.046227, Shrinkage: 0.00
Date: 2006-12-04 00:00:00, Volatility: 0.033699, Naive Volatility: 0.033699, Shrinkage: 0.09
Date: 2006-12-05 00:00:00, Volatility: 0.035417, Naive Volatility: 0.035606, Shrinkage: 0.03
Date: 2006-12-06 00:00:00, Volatility: 0.035191, Naive Volatility: 0.035254, Shrinkage: 0.00
Date: 2006-12-07 00:00:00, Volatility: 0.035014, Naive Volatility: 0.035140, Shrinkage: 0.00
Date: 2006-12-08 00:00:00, Volatility: 0.035586, Naive Volatility: 0.035660, Shrinkage: 0.07
Date: 2006-12-11 00:00:00, Volatility: 0.038397, Naive Volatility: 0.038408, Shrinkage: 0.07
Date: 2006-12-12 00:00:00, Volatility: 0.038963, Naive Volatility: 0.038966, Shrinkage: 0.13
Date: 2006-12-13 00:00:00, Volatility: 0.038797, Naive Volatility: 0.038987, Shrinkage: 0.03
Date: 2006-12-14 00:00:00, Volatility: 0.038444, Naive Volatility: 0.038443, Shrinkage: 0.08
Date: 2006-12-15 00:00:00, Volatility: 0.038936, Naive Volatility: 0.038985, Shrinkage: 0.12
Date: 2006-12-18 00:00:00, Volatility: 0.038594, Naive Volatility: 0.038778, Shrinkage: 0.17
Date: 2006-12-19 00:00:00, Volatility: 0.038498, Naive Volatility: 0.038784, Shrinkage: 0.15
Date: 2006-12-20 00:00:00, Volatility: 0.038781, Naive Volatility: 0.038912, Shrinkage: 0.15
Date: 2006-12-21 00:00:00, Volatility: 0.041097, Naive Volatility: 0.041497, Shrinkage: 0.00
Date: 2006-12-22 00:00:00, Volatility: 0.042687, Naive Volatility: 0.043841, Shrinkage: 0.00
Date: 2006-12-26 00:00:00, Volatility: 0.042334, Naive Volatility: 0.043262, Shrinkage: 0.00
Date: 2006-12-27 00:00:00, Volatility: 0.042567, Naive Volatility: 0.043342, Shrinkage: 0.00
Date: 2006-12-28 00:00:00, Volatility: 0.043615, Naive Volatility: 0.044498, Shrinkage: 0.00
Date: 2006-12-29 00:00:00, Volatility: 0.041617, Naive Volatility: 0.042423, Shrinkage: 0.00
Date: 2007-01-03 00:00:00, Volatility: 0.043602, Naive Volatility: 0.044734, Shrinkage: 0.00
Date: 2007-01-04 00:00:00, Volatility: 0.043217, Naive Volatility: 0.044227, Shrinkage: 0.00
Date: 2007-01-05 00:00:00, Volatility: 0.037647, Naive Volatility: 0.038187, Shrinkage: 0.00
Date: 2007-01-08 00:00:00, Volatility: 0.037427, Naive Volatility: 0.038117, Shrinkage: 0.00
Date: 2007-01-09 00:00:00, Volatility: 0.036768, Naive Volatility: 0.037615, Shrinkage: 0.00
Date: 2007-01-10 00:00:00, Volatility: 0.036776, Naive Volatility: 0.037573, Shrinkage: 0.00
Date: 2007-01-11 00:00:00, Volatility: 0.036316, Naive Volatility: 0.037049, Shrinkage: 0.01
Date: 2007-01-12 00:00:00, Volatility: 0.034201, Naive Volatility: 0.035782, Shrinkage: 0.00
Date: 2007-01-16 00:00:00, Volatility: 0.035443, Naive Volatility: 0.037356, Shrinkage: 0.00
Date: 2007-01-17 00:00:00, Volatility: 0.035187, Naive Volatility: 0.037353, Shrinkage: 0.00
Date: 2007-01-18 00:00:00, Volatility: 0.037523, Naive Volatility: 0.040648, Shrinkage: 0.00
Date: 2007-01-19 00:00:00, Volatility: 0.037830, Naive Volatility: 0.040641, Shrinkage: 0.00
Date: 2007-01-22 00:00:00, Volatility: 0.036562, Naive Volatility: 0.039424, Shrinkage: 0.00
Date: 2007-01-23 00:00:00, Volatility: 0.039391, Naive Volatility: 0.042176, Shrinkage: 0.00
Date: 2007-01-24 00:00:00, Volatility: 0.039278, Naive Volatility: 0.041996, Shrinkage: 0.00
Date: 2007-01-25 00:00:00, Volatility: 0.039226, Naive Volatility: 0.040727, Shrinkage: 0.00
Date: 2007-01-26 00:00:00, Volatility: 0.038516, Naive Volatility: 0.040378, Shrinkage: 0.00
Date: 2007-01-29 00:00:00, Volatility: 0.084135, Naive Volatility: 0.088907, Shrinkage: 0.00
Date: 2007-01-30 00:00:00, Volatility: 0.082886, Naive Volatility: 0.088048, Shrinkage: 0.00
Date: 2007-01-31 00:00:00, Volatility: 0.082585, Naive Volatility: 0.087962, Shrinkage: 0.00
Date: 2007-02-01 00:00:00, Volatility: 0.085039, Naive Volatility: 0.090982, Shrinkage: 0.00
Date: 2007-02-02 00:00:00, Volatility: 0.084889, Naive Volatility: 0.091025, Shrinkage: 0.00
Date: 2007-02-05 00:00:00, Volatility: 0.091286, Naive Volatility: 0.096979, Shrinkage: 0.00
Date: 2007-02-06 00:00:00, Volatility: 0.090206, Naive Volatility: 0.097086, Shrinkage: 0.00
Date: 2007-02-07 00:00:00, Volatility: 0.092170, Naive Volatility: 0.099136, Shrinkage: 0.00
Date: 2007-02-08 00:00:00, Volatility: 0.093593, Naive Volatility: 0.100571, Shrinkage: 0.00
Date: 2007-02-09 00:00:00, Volatility: 0.094916, Naive Volatility: 0.101116, Shrinkage: 0.00
Date: 2007-02-12 00:00:00, Volatility: 0.096684, Naive Volatility: 0.105037, Shrinkage: 0.00
Date: 2007-02-13 00:00:00, Volatility: 0.096241, Naive Volatility: 0.104445, Shrinkage: 0.00
Date: 2007-02-14 00:00:00, Volatility: 0.097080, Naive Volatility: 0.105173, Shrinkage: 0.00
Date: 2007-02-15 00:00:00, Volatility: 0.094715, Naive Volatility: 0.102345, Shrinkage: 0.00
Date: 2007-02-16 00:00:00, Volatility: 0.097046, Naive Volatility: 0.105310, Shrinkage: 0.00
Date: 2007-02-20 00:00:00, Volatility: 0.099668, Naive Volatility: 0.107538, Shrinkage: 0.00
